10,70000.0
20,62573.0
30,23756.5
40,14812.0
50,9729.5
60,6623.5
70,4635.0
80,3557.5
90,2773.5
100,2151.0
110,1765.0
120,1471.0
130,1304.0
140,1105.0
150,1010.5
